0,180,0
0,0,0
0,0,0
0,270,0
0,180,0
0,0,0
0,90,0
0,180,10
0,180,0
0,290,0
0,180,0
0,180,0
0,250,0
0,180,0
0,270,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,0,0
0,90,0
0,90,0
0,0,0
0,90,0
0,180,0
0,180,0
0,180,0
0,180,0
0,90,0
0,90,0
0,90,0
0,90,0
0,100,0
0,85,0
0,0,0
0,90,0
0,180,0
0,180,0
0,180,0
0,180,0
0,270,0
0,180,0
0,180,0
0,180,0
0,180,0
0,0,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,90,0
0,180,0
0,180,0
0,0,0
0,0,0
0,180,0
0,100,0
0,90,0
0,180,0
0,120,0
0,90,0
0,0,0
0,180,0
0,180,0
0,70,0
0,0,0
0,180,0
0,180,0
0,180,0
0,0,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,0,0
0,180,0
0,90,0
0,180,20
0,180,0
0,180,0
0,0,0
0,90,0
0,170,0
0,180,0
0,180,0
0,0,0
0,180,0
0,0,0
0,180,0
0,180,0
0,180,0
0,180,0
0,90,0
0,0,0
0,180,0
0,270,0
0,180,0
0,0,0
0,0,0
0,180,0
0,270,0
0,270,0
0,0,0
0,10,0
0,45,0
0,0,0
20,20,0
0,0,0
0,180,0
0,0,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,185,10
0,0,0
0,270,0
0,315,0
0,90,0
0,180,0
0,160,0
0,120,0
0,90,0
0,90,0
0,180,0
0,180,0
0,230,0
0,180,0
0,180,0
0,10,0
0,35,0
0,280,0
0,180,0
0,180,0
0,90,0
0,180,0
0,180,0
0,90,0
0,155,0
0,90,0
0,210,0
0,120,0
0,180,0
0,90,0
0,180,0
0,270,0
0,180,0
0,180,0
0,0,0
0,180,0
0,0,0
0,180,0
0,90,0
